Essentially you can forget Microsoft's tech support.	NEGATIVE
I really recommend this faceplates since it looks very nice, elegant and cool.	POSITIVE
These headphones were a great find - and I think they are perhaps the best purchase I've made in the last several years - seriously.	POSITIVE
Buy a different phone - but not this.	NEGATIVE
You have to hold the phone at a particular angle for the other party to hear you clearly.	NEGATIVE
The one big drawback of the MP3 player is that the buttons on the phone's front cover that let you pause and skip songs lock out after a few seconds.	NEGATIVE
A week later after I activated it, it suddenly died.	NEGATIVE
It feels more comfortable than most headsets because I wear glasses and that gets in the way sometimes.	POSITIVE
Great for iPODs too.	POSITIVE
This device is great in several situations:1.)	POSITIVE
Mic Doesn't work.	NEGATIVE
Even in my BMW 3 series which is fairly quiet, I have trouble hearing what the other person is saying.	NEGATIVE
Great choice!	POSITIVE
Nice docking station for home or work.	POSITIVE
This is a beautiful phone.	POSITIVE
Love this product.	POSITIVE
Do Not Buy for D807...wrongly advertised for D807.	NEGATIVE
This is a great little item.	POSITIVE
I love this phone , It is very handy and has a lot of features .	POSITIVE
I purchased this and within 2 days it was no longer working!!!!!!!!!	NEGATIVE
I wear it everyday and it holds up very well.	POSITIVE
Not a good bargain.	NEGATIVE
Well packaged, arrived on time, and works as intended.	POSITIVE
The battery runs down quickly.	NEGATIVE
This item worked great, but it broke after 6 months of use.	NEGATIVE
The headsets are easy to use and everyone loves them.	POSITIVE
This phone works great.	POSITIVE
The construction of the headsets is poor.	NEGATIVE
Product was excellent and works better than the verizon one and Boy was it cheaper!	POSITIVE
The phone loads super!	POSITIVE
For a product that costs as much as this one does, I expect it to work far better and with greater ease than this thing does.	NEGATIVE
Made very sturdy.	POSITIVE
Worked great!.	POSITIVE
The ear buds only play music in one ear.	NEGATIVE
Dont waste your money...	NEGATIVE
Will order from them again!	POSITIVE
If you plan to use this in a car forget about it.	NEGATIVE
I found this product to be waaay too big.	NEGATIVE
Best I've found so far .... I've tried 2 other bluetooths and this one has the best quality (for both me and the listener) as well as ease of using.	POSITIVE
I'm very disappointed with my decision.	NEGATIVE
Integrated seamlessly with the Motorola RAZR phone.	POSITIVE
Buyer Beware, you could flush money right down the toilet.	NEGATIVE
Definitely a bargain.	POSITIVE
The price was very good and with the free shipping and all it was a good purchase.	POSITIVE
I received my supposedly new motorola 375 and apparently there was not a match between the phone and the charger.	NEGATIVE
Pros:-Good camera - very nice pictures , also has cool styles like black and white, and more.	POSITIVE
That's a huge design flaw (unless I'm not using it correctly, which I don't think is the case).	NEGATIVE
I love my 350 headset.. My Jabra350 bluetooth headset is great, the reception is very good and the ear piece is a comfortable fit.	POSITIVE
The camera, although rated at an impressive 1.3 megapixels, renders images that fall well below expectations of such a relatively high resolution.	NEGATIVE
I purcashed this for the car charger and it does not work.	NEGATIVE
Sound quality on both end is excellent, I use headset to call my wife and ask my wife to use headset to call me !2.	POSITIVE
This phone is slim and light and the display is beautiful.	POSITIVE
its a little geeky but i think thats its sex on toast and it rocks and oozes sex right down to its battery embedded sleek stylish leather case.	POSITIVE
Great product, fast shipping!.	POSITIVE
Absolutely great.	POSITIVE
The keyboard is a nice compromise between a full QWERTY and the basic cell phone number keypad.	POSITIVE
i got this phone around the end of may and i'm completely unhappy with it.	NEGATIVE
It is very comfortable on the ear.	POSITIVE
It has been a winner for us.	POSITIVE
)Setup couldn't have been simpler.	POSITIVE
I've tried several different earpieces for my cell phone and this Jabra one is the first one I've found that fits my ear comfortably.	POSITIVE
Could not get strong enough signal.	NEGATIVE
Iam very pleased with my purchase.	POSITIVE
Bad Quality.	NEGATIVE
Gets the job done.	POSITIVE
Great audio!.	POSITIVE
Basically the service was very bad.	NEGATIVE
it did not work in my cell phone plug i am very up set with the charger!.	NEGATIVE
I've only had my bluetooth for a few weeks, but I really like it.	POSITIVE
The BT headset was such a disapoinment.	NEGATIVE
It is so small and you don't even realize that it is there after a while of getting used to it.	POSITIVE
The accompanied software is almost brilliant.	POSITIVE
Headset works great & was packaged nicely to avoid any damage.	POSITIVE
!I definitly recommend!!	POSITIVE
Buyer--Be Very Careful!!!!!.	NEGATIVE
The majority of the Logitech earbud headsets failed.	NEGATIVE
Very good stuff for the price.	POSITIVE
My headset works just peachy-keen.	POSITIVE
In my house I was getting dropped coverage upstairs and no coverage in my basement.	NEGATIVE
Voice recognition is tremendous!	POSITIVE
What a waste.	NEGATIVE
During several different 2 minute calls, I experienced 5 drops and it was in an area that had 5 bars.	NEGATIVE
I was not happy with this item.	NEGATIVE
very disappointed.	NEGATIVE
The phone takes FOREVER to charge like 2 to 5 hours literally.	NEGATIVE
I got this phone on reccomendation from a relative and I'm glad I did.	POSITIVE
What a waste of time!	NEGATIVE
Its reception is very very poor.	NEGATIVE
Items stated as included from the description ARE NOT INCLUDED.	NEGATIVE
After 3 months, screen just went black all of a sudden.	NEGATIVE
I Was Hoping for More.	NEGATIVE
Audio Quality is poor, very poor.	NEGATIVE
I had absolutely no problem with this headset linking to my 8530 Blackberry Curve!	POSITIVE
I know that sounds funny, but to me it seemed like sketchy technology that wouldn't work well.Well, this one works great.	POSITIVE
I've bought $5 wired headphones that sound better than these.	NEGATIVE
This phone is very fast with sending any kind of messages and web browsing is significantly faster than previous phones i have used.	POSITIVE
Nice quality build, unlike some cheap s*** out there.	POSITIVE
This item is fantastic and works perfectly!	POSITIVE
And I just love the colors!	POSITIVE
W810i is just SUPERB.	POSITIVE
All I can do is whine on the Internet, so here it goes.The more I use the thing the less I like it.	NEGATIVE
Great charger.	POSITIVE
This is essentially a communications tool that does not communicate.	NEGATIVE
Works like a charm; it work the same as the one I got with the phone.	POSITIVE
I still maintain that monkeys shouldn't make headphones, we just obviously don't share enough DNA to copy the design over to humans.	NEGATIVE
Great Value.	POSITIVE
Doesn't work at all.. I bougth it for my L7c and its not working.	NEGATIVE
The look of it is very sharp and the screen is nice and clear, with great graphics.	POSITIVE
doesn't last long.	NEGATIVE
One thing I hate is the mode set button at the side.	NEGATIVE
EXCELLENT SERVICE!!!!!!!!.	POSITIVE
Thank you for wasting my money.	NEGATIVE
How can that be?The audio quality is poor.	NEGATIVE
The iGo chargers and tips are really great.	POSITIVE
The file browser offers all the options that one needs.Handsfree is great.	POSITIVE
Superb Phone on a Great Network.	POSITIVE
I connected my wife's bluetooth,(Motorola HS850) to my phone and it worked like a charm whether the phone was in my pocket or the case.	POSITIVE
I put the latest OS on it (v1.15g), and it now likes to slow to a crawl and lock up every once in a while.	NEGATIVE
It only recognizes the Phone as its storage device.	NEGATIVE
If you like a loud buzzing to override all your conversations, then this phone is for you!	NEGATIVE
Don't buy this product.	NEGATIVE
I've had this bluetoooth headset for some time now and still not comfortable with the way it fits on the ear.	NEGATIVE
The sound quality is good and functionality is awesome.	POSITIVE
I have this phone and it is a thorn in my side, I really abhor it.	NEGATIVE
I recently had problems where I could not stay connected for more than 10 minutes before being disconnected.	NEGATIVE
Incredible!.	POSITIVE
Design Flaw?.	NEGATIVE
Great phone!.	POSITIVE
Waste of 13 bucks.	NEGATIVE
But when I check voice mail at night, the keypad backlight turns off a few seconds into the first message, and then I'm lost.	NEGATIVE
The replacement died in a few weeks.	NEGATIVE
Any ring tone..Overall good phone to buy..	POSITIVE
Lately they have been extremely nice and helpful on the phone.	POSITIVE
I have had problems wit hit dropping signal and more.	NEGATIVE
Not impressed.	NEGATIVE
Light weight, I hardly notice it is there.	POSITIVE
You'll love how thin it is.	POSITIVE
Bad Choice.	NEGATIVE
The pleather case doesn't fit.	NEGATIVE
useless phone, simply deaf.	NEGATIVE
The color is even prettier than I thought it would be, and the graphics are incredibly sharp.	POSITIVE
All in all I think it was a good investment.	POSITIVE
It makes very strange ticking noises before it ends the call.	NEGATIVE
The best electronics of the available FM Transmitters.	POSITIVE
Battery lasts only a few hours.	NEGATIVE
great headset, very impressed - H500.	POSITIVE
The "1.2" mega pixel camera, being a part of a phone, is reasonably good7.	POSITIVE
I've had this for nearly 2 years and it has worked great for me.	POSITIVE
Good transmit audio.	POSITIVE
We are sending it back.	NEGATIVE
I did not bother contacting the company for few dollar product but I learned the lesson that I should not have bought this form online anyway.	NEGATIVE
If you hate earbugs, avoid this phone by all means.	NEGATIVE
Great price also!	POSITIVE
The range is very decent, I've been able to roam around my house with the phone in the living room with no reception/sound quality issues.	POSITIVE
fast service.	POSITIVE
I would highly recommend this.	POSITIVE
I would recommend this.	POSITIVE
I also didn't like the "on" button, it felt like it would crack with use.	NEGATIVE
WORST PHONE EVER.	NEGATIVE
I'm still infatuated with this phone.	POSITIVE
Freezes frequently4.	NEGATIVE
It's kind of embarrassing to use because of how it looks and mostly it's embarrassing how child-like the company is.	NEGATIVE
Simple, lightweight and great fit.	POSITIVE
All in all, I'd expected a better consumer experience from Motorola.	NEGATIVE
There's a horrible tick sound in the background on all my calls that I have never experienced before.	NEGATIVE
These are certainly very comfortable and functionality is decent.	POSITIVE
I usually don't like headbands but this one is very lightweight & doesn't mess up my hair.	POSITIVE
I'm a bit disappointed.	NEGATIVE
I have had this phone for over a year now, and I will tell you, its not that great.	NEGATIVE
I ordered this for sony Ericsson W810i but I think it only worked once (thats when I first used it).	NEGATIVE
The battery is completely useless to me.	NEGATIVE
What a big waste of time.	NEGATIVE
Don't waste your $$$ on this one.	NEGATIVE
Great sound and service.	POSITIVE
Really pleased with this product so far.	POSITIVE
One of my favorite purchases ever.	POSITIVE
best bluetooth on the market.	POSITIVE
Authentic leather with nice shine and comfort .I recommend you this case !!	POSITIVE
I was very excited to get this headset because I thought it was really cute.	POSITIVE
Do not make the same mistake as me.	NEGATIVE
Big Disappointment with calendar sync.	NEGATIVE
the phone was unusable and was not new.	NEGATIVE
Worst Customer Service Ever.	NEGATIVE
No additional ear gels provided, and no instructions whatsoever.	NEGATIVE
It defeats the purpose of a bluetooth headset.	NEGATIVE
Worth every penny.	POSITIVE
Excellent wallet type phone case.	POSITIVE
Nice headphones for the price and they work great!	POSITIVE
Internet is excrutiatingly slow.	NEGATIVE
It is very comfortable to wear as well, which is probably the most important aspect about using a case.	POSITIVE
It's fits like a glove and is strong, secure, and durable.	POSITIVE
O my gosh the best phone I have ever had.	POSITIVE
It's very attractive and appears to be of good quality.	POSITIVE
I love all the features and form factor.	POSITIVE
This product had a strong rubber/petroleum smell that was unbearable after a while and caused me to return it	NEGATIVE
poor quality and service.	NEGATIVE
The cable looks so thin and flimsy, it is scary.	NEGATIVE
Great Earpiece.	POSITIVE
Excellent hands free tool.	POSITIVE
Great for using with your home stereo.	POSITIVE
Good product - incredible value.	POSITIVE
Only had this a month but it's worked flawlessly so far.	POSITIVE
Works great.	POSITIVE
Absolutel junk.	NEGATIVE
THAT one didn't work either.	NEGATIVE
Battery life is real good.	POSITIVE
Returned 8 hours later.	NEGATIVE
It's a great item.	POSITIVE
Don't waste your money!.	NEGATIVE
Love this headset!	POSITIVE
Not only will it drain your player, but may also potentially fry it.	NEGATIVE
Worked perfectly!	POSITIVE
Unreliable - I'm giving up.	NEGATIVE
I gave it 5 stars because of the sound quality.	POSITIVE
Avoid this one if you can.	NEGATIVE
Reversible plug works great.	POSITIVE
I wasted my little money with this earpiece.	NEGATIVE
Very good phone.	POSITIVE
Best of all is the rotating feature, very helpful.	POSITIVE
Comfort for our whole family.	POSITIVE
Good product, good seller.	POSITIVE
I love this bluetooth!	POSITIVE
First of all, it doesn't wear well.	NEGATIVE
I am very impressed with this headset from Plantronics.	POSITIVE
I got it because it was so small and adorable.	POSITIVE
Great phone!.	POSITIVE
I wouldn't recommend buying this product.	NEGATIVE
Piece of Junk.	NEGATIVE
Poorly contstruct hinge.	NEGATIVE
This item is great, installed it, let it charged up overnite and it has been working good every since with no problems	POSITIVE
Great Phone.	POSITIVE
Don't buy it.	NEGATIVE
Excellent Phone.	POSITIVE
DO NOT PURCHASE THIS PHONE.	NEGATIVE
The voice recognition thru the handset is excellent.	POSITIVE
This is hands down the best phone I've ever had.	POSITIVE
Works great, when my cat attacked the phone he scratched the protective strip instead of destroying the screen.	POSITIVE
This one works and was priced right.	POSITIVE
Customer service was terrible.	NEGATIVE
Battery life still not long enough in Motorola Razor V3i.	NEGATIVE
Sending it back.	NEGATIVE
Now I know that I made a wise decision.	POSITIVE
Someone shouldve invented this sooner.	POSITIVE
Good price.	POSITIVE
Everything worked on the first try.The device was certainly engineered in a clever way and the construction feels good.	POSITIVE
I received it quickly and it works great!!	POSITIVE
Has been working great.	POSITIVE
As many people complained, I found this headset's microphone was very weak.	NEGATIVE
My 5-year old Nokia 2160 from Tracfone holds the charge a lot better than this.	NEGATIVE
They do not care about the consumer one bit.	NEGATIVE
This is a good battery, and it got here really fast.	POSITIVE
The instruction manual is lacking.	NEGATIVE
Also its slim enough to fit into my alarm clock docking station without removing the case.	POSITIVE
Phone now holds charge like it did when it was new.	POSITIVE
The battery is unreliable as well as the service use antena.	NEGATIVE
It's uncomfortable and the sound quality is quite poor compared with the phone (Razr) or with my previous wired headset (that plugged into an LG).	NEGATIVE
We have gotten a lot of compliments on it.	POSITIVE
This is definitely a must have if your state does not allow cell phone usage while driving.	POSITIVE
I want my money back.	NEGATIVE
I love this device.	POSITIVE
I am also very happy with the price.	POSITIVE
I ordered this product first and was unhappy with it immediately.	NEGATIVE
The Ngage is still lacking in earbuds.	NEGATIVE
I was able to do voice dialing in the car with no problem.	POSITIVE
I have 2-3 bars on my cell phone when I am home, but you cant not hear anything.	NEGATIVE
good item, low price.	POSITIVE
However-the riingtones are not the best, and neither are the games.	NEGATIVE
The plug did not work very well.	NEGATIVE
AMAZON SUCKS.	NEGATIVE
Rip off---- Over charge shipping.	NEGATIVE
VERY comfortable.	POSITIVE
The battery is working well as a replacement for the original that came with the phone over 2 years ago.	POSITIVE
The reception is excellent!	POSITIVE
It fits comfortably in either ear, the sound is clear and loud, and the charge lasts a couple of days.	POSITIVE
very clear, quality sound and you don't have to mess with the sound on your iPod since you have the sound buttons on the headset.	POSITIVE
1. long lasting battery (you don't have to recharge it as frequentyly as some of the flip phones)2.	NEGATIVE
Obviously there is a problem with the adhesive.	NEGATIVE
Very disappointing.	NEGATIVE
It was an inexpensive piece, but I would still have expected better quality.	NEGATIVE
It is practically useless and did not add any kind of boost to my reception after I bought it.	NEGATIVE
Excellent sound quality.	POSITIVE
Was not happy.	NEGATIVE
A PIECE OF JUNK THAT BROKE AFTER BEING ON MY PHONE FOR 2 DAYS!!!	NEGATIVE
New Battery works great in phone.	POSITIVE
Worst customer service.	NEGATIVE
I've dropped my phone more times than I can say, even on concrete and my phone is still great (knock on wood!).	POSITIVE
Reception is terrible and full of static.	NEGATIVE
Good audio quality.	POSITIVE
This little device has transformed my organizational capability and made my life a whole lot easier.	POSITIVE
I was sitting in my vehicle, with the cradle on my belt, and the headset lost signal.	NEGATIVE
Were JERKS on the phone.	NEGATIVE
Works like a charm.. Works as advertised.	POSITIVE
Comfortable, Nice Range, Good Battery Life.	POSITIVE
Their network coverage in Los Angeles is horrible.	NEGATIVE
Excellent starter wireless headset.	NEGATIVE
The loudspeaker option is great, the bumpers with the lights is very ... appealing.	NEGATIVE
The only thing that I think could improve is the sound leaks out from the headset.	NEGATIVE
First off the reception sucks, I have never had more than 2 bars, ever.	NEGATIVE
The phone gets EXTREMELY HOT!	NEGATIVE
The microphone also works well, but (according to people I have called) it applifies everything.	POSITIVE
Nice design and quality.	POSITIVE
Also, if your phone is dropped, this case is not going to save it, specially when dropped face down.	NEGATIVE
It is light, easy to use, and has very clear reception and transmission.	POSITIVE
bad fit, way too big.	NEGATIVE
It definitely was not as good as my S11.	POSITIVE
awesome device.	POSITIVE
Waste of money.	NEGATIVE
I had ordered a motorola data cable, got a very well finished and working product.	POSITIVE
Love This Phone.	POSITIVE
I was looking for this headset for a long time and now that I've got it I couldn't be happier.	POSITIVE
I'll be drivng along, and my headset starts ringing for no reason.	NEGATIVE
Display is excellent and camera is as good as any from that year.	POSITIVE
Battery life is also great!	POSITIVE
The worst phone I've ever had.... Only had it for a few months.	NEGATIVE
Not a good item.. It worked for a while then started having problems in my auto reverse tape player.	NEGATIVE
This is so embarassing and also my ears hurt if I try to push the ear plug into my ear.	NEGATIVE
Protects the phone on all sides.	POSITIVE
This is a VERY average phone with bad battery life that operates on a weak network.	NEGATIVE
Clear Skype Calls, Long Battery Life, Long Range.	POSITIVE
Soyo technology sucks.	NEGATIVE
Great Hands Free Device.	POSITIVE
you can even take self portraits with the outside (exterior) display, very cool.	POSITIVE
Same problem as others have mentioned.	NEGATIVE
After trying many many handsfree gadgets this is the one that finally works well.	POSITIVE
Magical Help.	POSITIVE
The worst piece of crap ever along with the Verizon customer service.	NEGATIVE
Poor sound quality.	NEGATIVE
The best phone in market :).	POSITIVE
It worked very well.	POSITIVE
The company shipped my product very promptly and it works well.	POSITIVE
Exactly what I wanted.	POSITIVE
The picture resolution is far below what other comparably-priced phones are offering today.	NEGATIVE
This is a great deal.	POSITIVE
Excellent product, I am very satisfied with the purchase.	POSITIVE
I highly recommend these and encourage people to give them a try.	POSITIVE
Better than you'd expect.	POSITIVE
Using all earpieces, left or right, this thing will not stay on my ear.	NEGATIVE
Great product and price.	POSITIVE
Sounds good reasonably priced and effective, Its that simple !	POSITIVE
Still Waiting...... I'm sure this item would work well.. if I ever recieve it!	NEGATIVE
what a disappointment	NEGATIVE
Very prompt service.	POSITIVE
Excellent product for the price.	POSITIVE
Very pleased with this headset.	POSITIVE
don't waste your money and time.	NEGATIVE
I especially love the long battery life.	POSITIVE
It's so stupid to have to keep buying new chargers, car chargers, cradles, headphones and car kits every time a new phone comes out.	NEGATIVE
Works great.	POSITIVE
Plantronics Bluetooth Excelent Buy.	POSITIVE
I came over from Verizon because cingulair has nicer cell phones.... the first thing I noticed was the really bad service.	NEGATIVE
I'll be looking for a new earpiece.	NEGATIVE
I highly recommend this device to everyone!	POSITIVE
Jawbone Era is awesome too!	POSITIVE
We received a WHITE colored battery that goes DEAD after a couple hoursTHe original used to last a week - but still lasts longer than thereplacement	NEGATIVE
After a year the battery went completely dead on my headset.	NEGATIVE
I have used several phone in two years, but this one is the best.	POSITIVE
An Awesome New Look For Fall 2000!.	POSITIVE
This is the first phone I've had that has been so cheaply made.	NEGATIVE
Att is not clear, sound is very distorted and you have to yell when you talk.	NEGATIVE
The plastic breaks really easy on this clip.	NEGATIVE
Price is good too.	POSITIVE
Don't make the same mistake I did.	NEGATIVE
Oh and I forgot to also mention the weird color effect it has on your phone.	NEGATIVE
I'm using it with an iriver SPINN (with case) and it fits fine.	POSITIVE
Also the area where my unit broke).- I'm not too fond of the magnetic strap.	NEGATIVE
Overall, I am psyched to have a phone which has all my appointments and contacts in and gets great reception.	POSITIVE
every thing on phone work perfectly, she like it.	POSITIVE
Another note about this phone's appearance is that it really looks rather bland, especially in the all black model.	NEGATIVE
IT'S REALLY EASY.	POSITIVE
My Sanyo has survived dozens of drops on blacktop without ill effect.	POSITIVE
Fantastic earphones.	POSITIVE
It finds my cell phone right away when I enter the car.	POSITIVE
Low Quality.	NEGATIVE
I highly recommend this modest priced cellular phone.	POSITIVE
But it does get better reception and clarity than any phone I've had before.	POSITIVE
Warning - Stay away.	NEGATIVE
I wish I could return the unit and get back my money.	NEGATIVE
Awsome Device Works Great!!.	POSITIVE
I used to talk on it for 1 - 1 1/2 hours and the battery would be literally drained and dying.	NEGATIVE
If you don't find it, too bad, as again the unit comes with one earpad only.I would not recommend this to anyone.	NEGATIVE
Very Displeased.	NEGATIVE
I might have gotten a defect, but I would not risk buying it again because of the built quality alone.	NEGATIVE
They made this case too small and is very difficult to install.	NEGATIVE
Restored my phone to like new performance.	POSITIVE
I would recommend purchasing the Jabra JX-10 series 2 which works flawlessly with my Moto Q, go figure.	POSITIVE
I searched the Internet, and found this one to be the best value.	POSITIVE
Does not fit.	NEGATIVE
Very happy with this product.	POSITIVE
The screen size is big, key pad lit well enough, and the camera quality is excellent for a camera phone.	POSITIVE
There's really nothing bad I can say about this headset.	NEGATIVE
i'm glad i found this product on amazon it is hard to find, it wasn't high priced.	POSITIVE
Portable and it works.	POSITIVE
My colleague & I now get great reception.A little expensive, but performance is great.	POSITIVE
I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 % left in the morning.	NEGATIVE
I've also had problems with the phone reading the memory card in which I always turn it on and then off again.	NEGATIVE
Not good when wearing a hat or sunglasses.	NEGATIVE
Timely shipment and quality product.	POSITIVE
Nice solid keyboard.	POSITIVE
Very well made and fits my Surefire GX2 perfectly.	POSITIVE
Horrible phone.	NEGATIVE
BT50 battery junk!.	NEGATIVE
We would recommend these to others.	POSITIVE
Cant get the software to work with my computer.	NEGATIVE
Disappointed!.	NEGATIVE
poor voice clarity.	NEGATIVE
The battery works great!	POSITIVE
No buyers remorse on this one!.	NEGATIVE
Very disappointed in AccessoryOne.	NEGATIVE
I find this inexcusable and so will probably be returning this phone and perhaps changing carriers.	NEGATIVE
Looks great and is strong."	POSITIVE
I have had TMobile service for 2 or 3 years now, and I am pretty happy with it.	POSITIVE
The update procedure is difficult and cumbersome.	NEGATIVE
Disappointment.. I hate anything that goes in my ear.	NEGATIVE
Great software for Motorolas.	POSITIVE
The delivery was on time.	POSITIVE
Very easy to use.	POSITIVE
Uncomfortable In the Ear, Don't use with LG VX9900 (EnV).	NEGATIVE
The volume switch rocketed out of the unit to a destination unknown.	NEGATIVE
It holds a charge for a long time, is reasonably comfortable under long-wearing conditions and the quality of sound is tremendous.	POSITIVE
I'd like to return it.	NEGATIVE
The keyboard is really worthwhile in usefulness and is sturdy enough I don't expect any problems.	POSITIVE
Verizon's bills, however, are difficult to understand even though their pricing plans are simple.	NEGATIVE
After charging overnight, these batteries work great.	POSITIVE
You won't regret it!	POSITIVE
I love this phone!.	POSITIVE
A Disappointment.	NEGATIVE
Its not user friendly.	NEGATIVE
Unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone is pitiful in that respect.	NEGATIVE
Then I exchanged for the same phone, even that had the same problem.	NEGATIVE
This results in the phone being either stuck at max volume or mute.	NEGATIVE
This PDA rocks.	POSITIVE
It is super charged up for use as a small hybrid palmtop/camera/cellphone, and excels in those roles.	POSITIVE
I would definitely recommend the Jabra BT250v for those who are looking for comfort, clarity and a great price!	POSITIVE
I had Verizon 2 years ago and really liked their service.	POSITIVE
Pretty piece of junk.	NEGATIVE
Plug was the wrong size.	NEGATIVE
Works as described.	POSITIVE
Save your money.... I've had this item for 11 months now.	NEGATIVE
Bad Purchase.	NEGATIVE
WELL IM SATISFIED.	POSITIVE
The bose noise cancelling is amazing, which is very important for a NYC commuter.	POSITIVE
This battery is an excellent bargain!	POSITIVE
Defective crap.	NEGATIVE
I would have given no star if I was able.	NEGATIVE
I wear glasses and it fits fine with them.	POSITIVE
The sound quality for the device is unacceptable.Unless you are in a really quiet area, you almost hear nothing.	NEGATIVE
I would not recommend this item to anyone.	NEGATIVE
The holster that arrived did not match the photo in the ad.	NEGATIVE
great...no problems at all!.	POSITIVE
As an earlier review noted, plug in this charger and nothing happens.	NEGATIVE
This frog phone charm is adorable and very eye catching.	POSITIVE
You never know if you pushed it hard enough or the right number of times for the function you want or not.	NEGATIVE
The sound is clear and the people I talk to on it are amazed at the quality too.	POSITIVE
I got the aluminum case for my new Palm VX and it worked really well--it has protected my handheld perfectly so far.	POSITIVE
very good product, well made.	POSITIVE
Mobile Phone Tools are a must have.	POSITIVE
I am very impressed with the job that Motorola did on the sturdiness of this phone.	POSITIVE
I received my orders well within the shipping timeframe, everything was in good working order and overall, I am very excited to have this source.	POSITIVE
The phone is sturdy and waterproof.	POSITIVE
I am not impressed with this and i would not recommend this item to anyone.	NEGATIVE
My only complaint is the standard sound volume is a little low even when turned up to 5(of 5)	NEGATIVE
Thanks again to Amazon for having the things I need for a good price!	POSITIVE
I ended up sliding it on the edge of my pants or back pockets instead.	POSITIVE
I had to go to a store and bought a new NOKIA phone which is working great.	POSITIVE
Works great!.	POSITIVE
REALLY UGLY.	NEGATIVE
horrible, had to switch 3 times.	NEGATIVE
The noise shield is incrediable.	POSITIVE
No real improvement.	NEGATIVE
Razr Battery - Good buy.	POSITIVE
Keep up the good work Amazon!!	POSITIVE
They refuse to refund or replace.	NEGATIVE
Unfortunately it's easy to accidentally activate them with the gentle-touch buttons if you accidentally touch the phone to your face while listening.	NEGATIVE
So I basically threw my money out the window for nothing.	NEGATIVE
Great case and price!	POSITIVE
All it took was one drop from about 6 inches above the kitchen counter and it was cracked.I am not impressed and I am not laughing.	NEGATIVE
Bluetooth range is good - a few days ago I left my phone in the trunk, got a call, and carried the conversation without a hitch.	POSITIVE
